"SYMBOL";"NAME";"LASTSCALE";"MARKETCAP";"ADR TSO";"IPOyear";"Sector"
"AAPL34";"APPLE";"39.20";"682080,00000";"n/a";"n/a";"Finance"
"ABCB10F";"Banco ABC";"11.54";"161,72000";"n/a";"n/a";"Finance"
"ABCB4";"Banco ABC";"11.88";"1807312,59000";"n/a";"n/a";"Finance"
"ABCB4F";"Banco ABC";"11.84";"1249,73884";"n/a";"n/a";"Finance"
"ABCP11";"FII ABC IMOB";"10.90";"54,50000";"n/a";"n/a";"Finance"
"ABEV3";"AMBEV S.A.";"18.19";"63788981,77300";"n/a";"n/a";"Finance"
"ABEV3F";"AMBEV S.A.";"18.21";"46856,54764";"n/a";"n/a";"Finance"
"ABEVC17";"AMBEV S.A.";"2.10";"410,00000";"n/a";"n/a";"Finance"
"ABEVC18";"AMBEV S.A.";"0.57";"37288,33200";"n/a";"n/a";"Finance"
"ABEVC19";"AMBEV S.A.";"0.27";"4450,04000";"n/a";"n/a";"Finance"
"ABEVC47";"AMBEV S.A.";"1.31";"5240,00000";"n/a";"n/a";"Finance"
"ABEVC61";"AMBEV S.A.";"0.08";"1750,05000";"n/a";"n/a";"Finance"
"ABEVC63";"AMBEV S.A.";"0.02";"60,00000";"n/a";"n/a";"Finance"
"ABEVD18";"AMBEV S.A.";"0.93";"60129,53400";"n/a";"n/a";"Finance"
"ABEVD57";"AMBEV S.A.";"1.11";"9039,98000";"n/a";"n/a";"Finance"
"ABEVD58";"AMBEV S.A.";"0.59";"58064,00400";"n/a";"n/a";"Finance"
"ABEVD67";"AMBEV S.A.";"0.45";"18399,67500";"n/a";"n/a";"Finance"
"ABEVD68";"AMBEV S.A.";"0.38";"6435,02400";"n/a";"n/a";"Finance"
"ABEVD69";"AMBEV S.A.";"0.28";"5569,97600";"n/a";"n/a";"Finance"
"ABEVD70";"AMBEV S.A.";"0.21";"247,00000";"n/a";"n/a";"Finance"
"ABEVD72";"AMBEV S.A.";"0.10";"248,00000";"n/a";"n/a";"Finance"
"ABEVD73";"AMBEV S.A.";"0.08";"62,00000";"n/a";"n/a";"Finance"
"ABEVD8";"AMBEV S.A.";"0.77";"3850,00000";"n/a";"n/a";"Finance"
"ABEVO18";"AMBEV S.A.";"0.05";"50,00000";"n/a";"n/a";"Finance"
"ABEVO47";"AMBEV S.A.";"0.01";"100,00000";"n/a";"n/a";"Finance"
"ABEVO61";"AMBEV S.A.";"0.53";"23551,68300";"n/a";"n/a";"Finance"
"ABEVP57";"AMBEV S.A.";"0.15";"2676,00000";"n/a";"n/a";"Finance"
"ABEVP67";"AMBEV S.A.";"0.50";"22743,82800";"n/a";"n/a";"Finance"
"ABEVP68";"AMBEV S.A.";"0.61";"3355,00000";"n/a";"n/a";"Finance"
"ABEVP69";"AMBEV S.A.";"0.76";"7600,00000";"n/a";"n/a";"Finance"
"ABEVP8";"AMBEV S.A.";"0.24";"17251,13600";"n/a";"n/a";"Finance"
"ABEVQ48";"AMBEV S.A.";"0.76";"8208,00000";"n/a";"n/a";"Finance"
"ABEVQ87";"AMBEV S.A.";"0.63";"3780,00000";"n/a";"n/a";"Finance"
"ABEVS94";"AMBEV S.A.";"0.83";"6232,00000";"n/a";"n/a";"Finance"
"ABRE3";"Abril Educação S.A.";"11.96";"217686,48000";"n/a";"n/a";"Finance"
"AEFI11";"Aesapar";"105.80";"1308528,96520";"n/a";"n/a";"Finance"
"AELP3";"AES ELPA";"8.96";"896,00000";"n/a";"n/a";"Finance"
"AGCX11";"FII AG CAIXA";"967.50";"89886,64104";"n/a";"n/a";"Finance"
"AGRO3";"BRASILAGRO";"8.44";"89442,95200";"n/a";"n/a";"Finance"
"ALLL3";"ALL AMER LAT";"4.62";"13206309,90000";"n/a";"n/a";"Finance"
"ALLL3F";"ALL AMER LAT";"4.62";"6108,97056";"n/a";"n/a";"Finance"
"ALLL3T";"ALL AMER LAT";"4.88";"9977,76204";"n/a";"n/a";"Finance"
"ALPA4";"ALPARGATAS";"9.11";"1217517,86000";"n/a";"n/a";"Finance"
"ALPA4F";"ALPARGATAS";"9.10";"3265,28096";"n/a";"n/a";"Finance"
"ALSC3";"Aliansce";"15.63";"1558372,65000";"n/a";"n/a";"Finance"
"ALSC3F";"Aliansce";"15.79";"1648,36018";"n/a";"n/a";"Finance"
"ALUP11";"Alupar";"18.28";"1143687,11600";"n/a";"n/a";"Finance"
"ALUP11F";"Alupar";"18.29";"13674,11646";"n/a";"n/a";"Finance"
"AMAR3";"LOJAS MARISA";"14.98";"95959,04700";"n/a";"n/a";"Finance"
"ANIM3";"GAEC EDUCAÇAO";"16.01";"6930921,73600";"n/a";"n/a";"Finance"
"ANIM3F";"GAEC EDUCAÇAO";"16.02";"1151,63992";"n/a";"n/a";"Finance"
"AORE3";"ALL ORE";"0.24";"15712,71700";"n/a";"n/a";"Finance"
"ARTR3";"ARTERIS";"8.25";"11768672,22000";"n/a";"n/a";"Finance"
"ARTR3F";"ARTERIS";"8.22";"8535,23572";"n/a";"n/a";"Finance"
"ARZZ3";"AREZZO";"26.58";"1140118,03800";"n/a";"n/a";"Finance"
"ARZZ3F";"AREZZO";"26.50";"2411,98995";"n/a";"n/a";"Finance"
"AXPB34";"AMERICAN EXP";"244.64";"513744,00000";"n/a";"n/a";"Finance"
"BAHI3";"BAHEMA";"4.60";"460,00000";"n/a";"n/a";"Finance"
"BALM4";"BAUMER";"10.66";"2134,00000";"n/a";"n/a";"Finance"
"BAZA3";"AMAZONIA";"0.26";"17180,15000";"n/a";"n/a";"Finance"
"BAZA3F";"AMAZONIA";"0.27";"0,27000";"n/a";"n/a";"Finance"
"BBAS3";"BRASIL";"22.08";"41160456,51000";"n/a";"n/a";"Finance"
"BBAS3F";"BRASIL";"22.13";"65998,53759";"n/a";"n/a";"Finance"
"BBAS3T";"BRASIL";"22.27";"312311,76176";"n/a";"n/a";"Finance"
"BBASC10";"BRASIL";"2.12";"27320,00000";"n/a";"n/a";"Finance"
"BBASC19";"BRASIL";"3.75";"5625,00000";"n/a";"n/a";"Finance"
"BBASC20";"BRASIL";"2.60";"2600,00000";"n/a";"n/a";"Finance"
"BBASC21";"BRASIL";"1.66";"54953,99000";"n/a";"n/a";"Finance"
"BBASC22";"BRASIL";"0.89";"151444,49800";"n/a";"n/a";"Finance"
"BBASC23";"BRASIL";"0.37";"49609,92000";"n/a";"n/a";"Finance"
"BBASC24";"BRASIL";"0.12";"34331,02800";"n/a";"n/a";"Finance"
"BBASC25";"BRASIL";"0.04";"4438,11600";"n/a";"n/a";"Finance"
"BBASC26";"BRASIL";"0.02";"9,00000";"n/a";"n/a";"Finance"
"BBASC27";"BRASIL";"0.01";"60,00000";"n/a";"n/a";"Finance"
"BBASD21";"BRASIL";"2.10";"73510,35000";"n/a";"n/a";"Finance"
"BBASD23";"BRASIL";"0.79";"7164,99800";"n/a";"n/a";"Finance"
"BBASD24";"BRASIL";"0.64";"50336,84000";"n/a";"n/a";"Finance"
"BBASD25";"BRASIL";"0.38";"11680,91500";"n/a";"n/a";"Finance"
"BBASD28";"BRASIL";"0.09";"18,00000";"n/a";"n/a";"Finance"
"BBASD30";"BRASIL";"0.04";"188,00000";"n/a";"n/a";"Finance"
"BBASD32";"BRASIL";"0.03";"60,00000";"n/a";"n/a";"Finance"
"BBASD41";"BRASIL";"1.34";"4482,01000";"n/a";"n/a";"Finance"
"BBASD42";"BRASIL";"1.12";"3020,00000";"n/a";"n/a";"Finance"
"BBASD43";"BRASIL";"0.89";"21516,02000";"n/a";"n/a";"Finance"
"BBASD44";"BRASIL";"0.20";"1388,00000";"n/a";"n/a";"Finance"
"BBASD45";"BRASIL";"0.15";"1360,00000";"n/a";"n/a";"Finance"
"BBASD46";"BRASIL";"0.12";"500,00000";"n/a";"n/a";"Finance"
"BBASD47";"BRASIL";"0.10";"490,00000";"n/a";"n/a";"Finance"
"BBASD53";"BRASIL";"1.24";"30328,22400";"n/a";"n/a";"Finance"
"BBASD54";"BRASIL";"0.48";"2728,00600";"n/a";"n/a";"Finance"
"BBASD55";"BRASIL";"0.29";"39594,76000";"n/a";"n/a";"Finance"
"BBASD57";"BRASIL";"0.17";"102,00000";"n/a";"n/a";"Finance"
"BBASD58";"BRASIL";"0.13";"2080,00000";"n/a";"n/a";"Finance"
"BBASD62";"BRASIL";"1.61";"7683,00000";"n/a";"n/a";"Finance"
"BBASD63";"BRASIL";"1.47";"88494,86500";"n/a";"n/a";"Finance"
"BBASD67";"BRASIL";"0.23";"5927,97600";"n/a";"n/a";"Finance"
"BBASD74";"BRASIL";"1.12";"7151,98000";"n/a";"n/a";"Finance"
"BBASE23";"BRASIL";"1.66";"7304,00000";"n/a";"n/a";"Finance"
"BBASE24";"BRASIL";"1.08";"43835,42500";"n/a";"n/a";"Finance"
"BBASE25";"BRASIL";"0.79";"31610,09800";"n/a";"n/a";"Finance"
"BBASE26";"BRASIL";"0.53";"1166,00000";"n/a";"n/a";"Finance"
"BBASE27";"BRASIL";"0.35";"700,00000";"n/a";"n/a";"Finance"
"BBASO10";"BRASIL";"0.06";"60,00000";"n/a";"n/a";"Finance"
"BBASO22";"BRASIL";"0.31";"39511,50400";"n/a";"n/a";"Finance"
"BBASO23";"BRASIL";"0.76";"32090,74100";"n/a";"n/a";"Finance"
"BBASO24";"BRASIL";"1.55";"358817,48100";"n/a";"n/a";"Finance"
"BBASO25";"BRASIL";"2.48";"63571,98200";"n/a";"n/a";"Finance"
"BBASO30";"BRASIL";"7.22";"10830,00000";"n/a";"n/a";"Finance"
"BBASP18";"BRASIL";"0.20";"800,00000";"n/a";"n/a";"Finance"
"BBASP21";"BRASIL";"0.63";"13771,20200";"n/a";"n/a";"Finance"
"BBASP24";"BRASIL";"2.07";"64893,26000";"n/a";"n/a";"Finance"
"BBASP25";"BRASIL";"2.82";"28567,03600";"n/a";"n/a";"Finance"
"BBASP40";"BRASIL";"0.50";"2000,00000";"n/a";"n/a";"Finance"
"BBASP41";"BRASIL";"1.09";"7608,00000";"n/a";"n/a";"Finance"
"BBASP52";"BRASIL";"0.80";"1600,00000";"n/a";"n/a";"Finance"
"BBASP54";"BRASIL";"2.41";"17447,99200";"n/a";"n/a";"Finance"
"BBASP63";"BRASIL";"0.99";"22567,98000";"n/a";"n/a";"Finance"
"BBASP69";"BRASIL";"0.32";"9600,00000";"n/a";"n/a";"Finance"
"BBASQ23";"BRASIL";"1.56";"7332,00000";"n/a";"n/a";"Finance"
"BBDC3";"BRADESCO";"35.52";"17950852,88000";"n/a";"n/a";"Finance"
"BBDC3F";"BRADESCO";"35.56";"45645,18126";"n/a";"n/a";"Finance"
"BBDC4";"BRADESCO";"35.95";"132758743,17400";"n/a";"n/a";"Finance"
"BBDC4F";"BRADESCO";"36.04";"181611,49200";"n/a";"n/a";"Finance"
"BBDCC21";"BRADESCO";"1.47";"14860,00000";"n/a";"n/a";"Finance"
"BBDCC3";"BRADESCO";"2.02";"1010,00000";"n/a";"n/a";"Finance"
"BBDCC35";"BRADESCO";"1.78";"21320,97400";"n/a";"n/a";"Finance"
"BBDCC36";"BRADESCO";"0.94";"127480,03200";"n/a";"n/a";"Finance"
"BBDCC37";"BRADESCO";"0.42";"50439,54700";"n/a";"n/a";"Finance"
"BBDCC38";"BRADESCO";"0.14";"18368,97000";"n/a";"n/a";"Finance"
"BBDCC39";"BRADESCO";"0.07";"2889,27800";"n/a";"n/a";"Finance"
"BBDCC4";"BRADESCO";"1.28";"12158,89700";"n/a";"n/a";"Finance"
"BBDCC40";"BRADESCO";"0.03";"108,00000";"n/a";"n/a";"Finance"
"BBDCC41";"BRADESCO";"0.01";"29,00000";"n/a";"n/a";"Finance"
"BBDCC42";"BRADESCO";"0.01";"1,00000";"n/a";"n/a";"Finance"
"BBDCC53";"BRADESCO";"2.32";"42456,00000";"n/a";"n/a";"Finance"
"BBDCC56";"BRADESCO";"2.53";"95966,12000";"n/a";"n/a";"Finance"
"BBDCC6";"BRADESCO";"0.61";"10306,00000";"n/a";"n/a";"Finance"
"BBDCC7";"BRADESCO";"0.58";"7682,01200";"n/a";"n/a";"Finance"
"BBDCC8";"BRADESCO";"0.04";"160,00000";"n/a";"n/a";"Finance"
"BBDCC87";"BRADESCO";"0.19";"8429,97200";"n/a";"n/a";"Finance"
"BBDCD13";"BRADESCO";"0.08";"376,00000";"n/a";"n/a";"Finance"
"BBDCD35";"BRADESCO";"2.54";"24759,94600";"n/a";"n/a";"Finance"
"BBDCD36";"BRADESCO";"1.88";"286942,79300";"n/a";"n/a";"Finance"
"BBDCD37";"BRADESCO";"1.33";"169829,64000";"n/a";"n/a";"Finance"
"BBDCD39";"BRADESCO";"0.51";"36585,33600";"n/a";"n/a";"Finance"
"BBDCD40";"BRADESCO";"0.35";"47451,40800";"n/a";"n/a";"Finance"
"BBDCD41";"BRADESCO";"0.17";"20206,68000";"n/a";"n/a";"Finance"
"BBDCD59";"BRADESCO";"0.99";"13470,93000";"n/a";"n/a";"Finance"
"BBDCD6";"BRADESCO";"1.69";"3674,00000";"n/a";"n/a";"Finance"
"BBDCD60";"BRADESCO";"0.79";"35027,90400";"n/a";"n/a";"Finance"
"BBDCD63";"BRADESCO";"0.39";"6959,94000";"n/a";"n/a";"Finance"
"BBDCD68";"BRADESCO";"1.13";"24258,99000";"n/a";"n/a";"Finance"
"BBDCD69";"BRADESCO";"0.96";"4692,00000";"n/a";"n/a";"Finance"
"BBDCD70";"BRADESCO";"0.77";"3262,00000";"n/a";"n/a";"Finance"
"BBDCD71";"BRADESCO";"0.19";"1583,93000";"n/a";"n/a";"Finance"
"BBDCD74";"BRADESCO";"2.33";"19034,01700";"n/a";"n/a";"Finance"
"BBDCD75";"BRADESCO";"2.29";"16408,02200";"n/a";"n/a";"Finance"
"BBDCD79";"BRADESCO";"0.49";"42528,38500";"n/a";"n/a";"Finance"
"BBDCD9";"BRADESCO";"0.36";"1460,00000";"n/a";"n/a";"Finance"
"BBDCE37";"BRADESCO";"2.12";"21732,98000";"n/a";"n/a";"Finance"
"BBDCE42";"BRADESCO";"0.53";"26202,02000";"n/a";"n/a";"Finance"
"BBDCE69";"BRADESCO";"0.94";"940,00000";"n/a";"n/a";"Finance"
"BBDCE70";"BRADESCO";"0.77";"770,00000";"n/a";"n/a";"Finance"
"BBDCE74";"BRADESCO";"0.52";"85800,00000";"n/a";"n/a";"Finance"
"BBDCF37";"BRADESCO";"2.35";"4935,00000";"n/a";"n/a";"Finance"
"BBDCF89";"BRADESCO";"1.15";"5405,00000";"n/a";"n/a";"Finance"
"BBDCL3";"BRADESCO";"1.80";"360000,00000";"n/a";"n/a";"Finance"
"BBDCO1";"BRADESCO";"0.07";"280,00000";"n/a";"n/a";"Finance"
"BBDCO21";"BRADESCO";"0.25";"3031,02600";"n/a";"n/a";"Finance"
"BBDCO35";"BRADESCO";"0.19";"2794,01600";"n/a";"n/a";"Finance"
"BBDCO36";"BRADESCO";"0.46";"51001,33800";"n/a";"n/a";"Finance"
"BBDCO37";"BRADESCO";"0.95";"91493,77600";"n/a";"n/a";"Finance"
"BBDCO38";"BRADESCO";"1.65";"428237,51800";"n/a";"n/a";"Finance"
"BBDCO39";"BRADESCO";"2.11";"63115,78400";"n/a";"n/a";"Finance"
"BBDCO52";"BRADESCO";"3.10";"56730,00000";"n/a";"n/a";"Finance"
"BBDCO54";"BRADESCO";"0.83";"15189,00000";"n/a";"n/a";"Finance"
"BBDCO6";"BRADESCO";"0.61";"7053,00200";"n/a";"n/a";"Finance"
"BBDCO64";"BRADESCO";"0.07";"280,00000";"n/a";"n/a";"Finance"
"BBDCO68";"BRADESCO";"2.95";"25945,03600";"n/a";"n/a";"Finance"
"BBDCO7";"BRADESCO";"0.69";"18432,12000";"n/a";"n/a";"Finance"
"BBDCO87";"BRADESCO";"1.26";"11679,00000";"n/a";"n/a";"Finance"
"BBDCO98";"BRADESCO";"0.05";"220,00000";"n/a";"n/a";"Finance"
"BBDCP33";"BRADESCO";"0.36";"393,00000";"n/a";"n/a";"Finance"
"BBDCP34";"BRADESCO";"0.45";"2970,00000";"n/a";"n/a";"Finance"
"BBDCP35";"BRADESCO";"0.66";"4167,98400";"n/a";"n/a";"Finance"
"BBDCP36";"BRADESCO";"1.00";"65248,80000";"n/a";"n/a";"Finance"
"BBDCP37";"BRADESCO";"1.42";"93634,49500";"n/a";"n/a";"Finance"
"BBDCP4";"BRADESCO";"0.55";"1464,00000";"n/a";"n/a";"Finance"
"BBDCP59";"BRADESCO";"1.75";"13475,99200";"n/a";"n/a";"Finance"
"BBDCP6";"BRADESCO";"1.17";"23532,22400";"n/a";"n/a";"Finance"
"BBDCP60";"BRADESCO";"2.14";"365023,90400";"n/a";"n/a";"Finance"
"BBDCP68";"BRADESCO";"1.83";"3660,00000";"n/a";"n/a";"Finance"
"BBDCP69";"BRADESCO";"2.14";"214046,10700";"n/a";"n/a";"Finance"
"BBDCP70";"BRADESCO";"2.31";"24160,00000";"n/a";"n/a";"Finance"
"BBDCP74";"BRADESCO";"0.75";"19598,96800";"n/a";"n/a";"Finance"
"BBDCP75";"BRADESCO";"0.82";"6009,99800";"n/a";"n/a";"Finance"
"BBDCR13";"BRADESCO";"0.87";"3480,00000";"n/a";"n/a";"Finance"
"BBDCX12";"BRADESCO";"2.21";"440320,00000";"n/a";"n/a";"Finance"
"BBDCX2";"BRADESCO";"0.40";"80000,00000";"n/a";"n/a";"Finance"
"BBDCX30";"BRADESCO";"0.65";"128,00000";"n/a";"n/a";"Finance"
"BBPO11";"FII BB PRGII";"100.00";"1767092,23004";"n/a";"n/a";"Finance"
"BBRC11";"FII BB CORP";"86.09";"3701,87000";"n/a";"n/a";"Finance"
"BBRK3";"BRASIL BROKERS";"3.05";"1385419,69400";"n/a";"n/a";"Finance"
"BBRK3F";"BRASIL BROKERS";"3.05";"633,34955";"n/a";"n/a";"Finance"
"BBSD11";"BB ETF SP DV";"36.24";"3624,00000";"n/a";"n/a";"Finance"
"BBSE3";"BB SEGURIDADE";"30.73";"73178601,40000";"n/a";"n/a";"Finance"
"BBSE3F";"BB SEGURIDADE";"30.73";"70216,12792";"n/a";"n/a";"Finance"
"BBTG11";"BTG Pactual S/A";"25.53";"6914152,31900";"n/a";"n/a";"Finance"
"BBTG11F";"BTG Pactual S/A";"25.70";"1975,70000";"n/a";"n/a";"Finance"
"BBVJ11";"FII C JARDIM";"55.52";"22402,75832";"n/a";"n/a";"Finance"
"BCFF11B";"FII BC FFII";"65.50";"428166,11432";"n/a";"n/a";"Finance"
"BEEF3";"Minerva";"8.13";"3505032,31200";"n/a";"n/a";"Finance"
"BEEF3F";"Minerva";"8.15";"2572,23790";"n/a";"n/a";"Finance"
"BEES3";"BANESTES";"1.90";"1140,00000";"n/a";"n/a";"Finance"
"BEMA3";"BEMATECH";"10.92";"398029,86500";"n/a";"n/a";"Finance"
"BEMA3F";"BEMATECH";"10.76";"7350,58247";"n/a";"n/a";"Finance"
"BHGR3";"BHGR";"18.25";"377772,96700";"n/a";"n/a";"Finance"
"BICB4";"BICBANCO";"5.65";"84750,00000";"n/a";"n/a";"Finance"
"BMEB4";"MERC BRASIL";"4.30";"4300,00000";"n/a";"n/a";"Finance"
"BMKS3";"BIC MONARK";"275.00";"1100,00000";"n/a";"n/a";"Finance"
"BMLC11B";"FII BMBRC LC";"93.51";"41497,04000";"n/a";"n/a";"Finance"
"BMTO4";"BRASMOTOR";"0.76";"1530,00000";"n/a";"n/a";"Finance"
"BMTO4F";"BRASMOTOR";"0.78";"39,00000";"n/a";"n/a";"Finance"
"BNBR3F";"NORD BRASIL";"25.10";"1004,00000";"n/a";"n/a";"Finance"
"BOVA11";"ISHARES BOVA";"48.52";"55088063,92600";"n/a";"n/a";"Finance"
"BOVA11F";"ISHARES BOVA";"49.29";"1562,65017";"n/a";"n/a";"Finance"
"BOVA11T";"ISHARES BOVA";"49.17";"4944,39744";"n/a";"n/a";"Finance"
"BOVAC48";"ISHARES BOVA";"1.26";"2910,00000";"n/a";"n/a";"Finance"
"BOVAC50";"ISHARES BOVA";"0.22";"1100,00000";"n/a";"n/a";"Finance"
"BOVAC51";"ISHARES BOVA";"0.04";"749,97800";"n/a";"n/a";"Finance"
"BOVAD48";"ISHARES BOVA";"2.18";"22580,00000";"n/a";"n/a";"Finance"
"BOVAD49";"ISHARES BOVA";"1.60";"13659,98000";"n/a";"n/a";"Finance"
"BOVAD50";"ISHARES BOVA";"1.11";"14219,91000";"n/a";"n/a";"Finance"
"BOVAD51";"ISHARES BOVA";"0.75";"2346,00000";"n/a";"n/a";"Finance"
"BOVAD52";"ISHARES BOVA";"0.46";"2300,00000";"n/a";"n/a";"Finance"
"BOVAO49";"ISHARES BOVA";"0.80";"8000,00000";"n/a";"n/a";"Finance"
"BOVAO50";"ISHARES BOVA";"1.40";"5733,00000";"n/a";"n/a";"Finance"
"BOVAO51";"ISHARES BOVA";"2.35";"14133,00000";"n/a";"n/a";"Finance"
"BOVAP48";"ISHARES BOVA";"0.94";"9564,98000";"n/a";"n/a";"Finance"
"BOVAP50";"ISHARES BOVA";"1.76";"3520,00000";"n/a";"n/a";"Finance"
"BOVAP51";"ISHARES BOVA";"2.36";"18899,98000";"n/a";"n/a";"Finance"
"BPAN4";"BANCO PAN";"1.75";"531,00000";"n/a";"n/a";"Finance"
"BPAN4F";"BANCO PAN";"1.77";"35,40000";"n/a";"n/a";"Finance"
"BPFF11";"FII ABSOLUTO";"72.98";"209980,87954";"n/a";"n/a";"Finance"
"BPHA11";"Brazil Pharma";"0.02";"15151,90000";"n/a";"n/a";"Finance"
"BPHA11F";"Brazil Pharma";"0.01";"0,97000";"n/a";"n/a";"Finance"
"BPHA3";"Brazil Pharma";"0.95";"230220,27300";"n/a";"n/a";"Finance"
"BPHA3F";"Brazil Pharma";"0.96";"48,00000";"n/a";"n/a";"Finance"
"BRAP3";"BRADESPAR";"10.59";"1059,00000";"n/a";"n/a";"Finance"
"BRAP3F";"BRADESPAR";"10.50";"420,00000";"n/a";"n/a";"Finance"
"BRAP4";"BRADESPAR";"12.05";"7224736,14700";"n/a";"n/a";"Finance"
"BRAP4F";"BRADESPAR";"11.92";"10150,07224";"n/a";"n/a";"Finance"
"BRAP4T";"BRADESPAR";"12.08";"814696,56712";"n/a";"n/a";"Finance"
"BRAX11";"BRAX";"40.76";"8167,00000";"n/a";"n/a";"Finance"
"BRCR11";"FII BCREF I";"103.94";"2426480,41487";"n/a";"n/a";"Finance"
"BRFS3";"BRFS";"63.04";"43952782,91200";"n/a";"n/a";"Finance"
"BRFS3F";"BRFS";"63.10";"96252,98335";"n/a";"n/a";"Finance"
"BRFSC3";"BRFS";"0.82";"6024,06700";"n/a";"n/a";"Finance"
"BRFSC4";"BRFS";"0.57";"684,00000";"n/a";"n/a";"Finance"
"BRFSC63";"BRFS";"1.37";"22375,07200";"n/a";"n/a";"Finance"
"BRFSC66";"BRFS";"0.12";"444,00000";"n/a";"n/a";"Finance"
"BRFSC67";"BRFS";"0.06";"510,00000";"n/a";"n/a";"Finance"
"BRFSD15";"BRFS";"1.43";"143000,00000";"n/a";"n/a";"Finance"
"BRFSD62";"BRFS";"2.82";"36830,01800";"n/a";"n/a";"Finance"
"BRFSD63";"BRFS";"2.25";"28551,08000";"n/a";"n/a";"Finance"
"BRFSD64";"BRFS";"1.78";"17906,97800";"n/a";"n/a";"Finance"
"BRFSD65";"BRFS";"1.36";"1768,00000";"n/a";"n/a";"Finance"
"BRFSO3";"BRFS";"0.95";"11286,01800";"n/a";"n/a";"Finance"
"BRFSO30";"BRFS";"0.12";"1649,97000";"n/a";"n/a";"Finance"
"BRFSO31";"BRFS";"0.25";"9290,86000";"n/a";"n/a";"Finance"
"BRFSO32";"BRFS";"0.42";"1908,02500";"n/a";"n/a";"Finance"
"BRFSO33";"BRFS";"0.84";"244,00000";"n/a";"n/a";"Finance"
"BRFSO4";"BRFS";"1.80";"31859,91300";"n/a";"n/a";"Finance"
"BRFSO61";"BRFS";"0.17";"1830,95000";"n/a";"n/a";"Finance"
"BRFSP57";"BRFS";"0.25";"250,00000";"n/a";"n/a";"Finance"
"BRFSP60";"BRFS";"0.48";"480,00000";"n/a";"n/a";"Finance"
"BRFSP62";"BRFS";"1.36";"7605,00100";"n/a";"n/a";"Finance"
"BRFSP63";"BRFS";"1.81";"12292,00000";"n/a";"n/a";"Finance"
"BRFSP64";"BRFS";"2.32";"29333,98900";"n/a";"n/a";"Finance"
"BRFSQ58";"BRFS";"0.57";"85500,00000";"n/a";"n/a";"Finance"
"BRFSQ62";"BRFS";"1.55";"232500,00000";"n/a";"n/a";"Finance"
"BRIN3";"BR INSURANCE";"3.67";"3346235,09700";"n/a";"n/a";"Finance"
"BRIN3F";"BR INSURANCE";"3.68";"600,33980";"n/a";"n/a";"Finance"
"BRIV4F";"ALFA INVEST";"6.20";"260,40000";"n/a";"n/a";"Finance"
"BRKM3";"BRASKEM";"9.40";"30078,00000";"n/a";"n/a";"Finance"
"BRKM5";"BRASKEM";"13.19";"10823932,29800";"n/a";"n/a";"Finance"
"BRKM5F";"BRASKEM";"13.22";"16842,14286";"n/a";"n/a";"Finance"
"BRML3";"BR MALLS PAR";"15.56";"21238728,02100";"n/a";"n/a";"Finance"
"BRML3F";"BR MALLS PAR";"15.55";"16843,96430";"n/a";"n/a";"Finance"
"BRPR3";"BR PROPERTIES S.A.";"11.24";"6303032,86000";"n/a";"n/a";"Finance"
"BRPR3F";"BR PROPERTIES S.A.";"11.20";"3030,37260";"n/a";"n/a";"Finance"
"BRSR6";"BANRISUL";"11.62";"3172534,05500";"n/a";"n/a";"Finance"
"BRSR6F";"BANRISUL";"11.62";"6853,23009";"n/a";"n/a";"Finance"
"BSAN33";"BANSANTANDER";"20.01";"4002,00000";"n/a";"n/a";"Finance"
"BTOW3";"B2W";"20.29";"2240421,20000";"n/a";"n/a";"Finance"
"BTOW3F";"B2W";"20.41";"7168,35492";"n/a";"n/a";"Finance"
"BVMF3";"BVMF";"9.66";"45566130,87000";"n/a";"n/a";"Finance"
"BVMF3F";"BVMF";"9.62";"12036,20923";"n/a";"n/a";"Finance"
"BVMF3T";"BVMF";"9.94";"68775,65455";"n/a";"n/a";"Finance"
"BVMFC1";"BVMF";"0.05";"1990,73600";"n/a";"n/a";"Finance"
"BVMFC10";"BVMF";"0.10";"12634,92000";"n/a";"n/a";"Finance"
"BVMFC40";"BVMF";"0.03";"456,00000";"n/a";"n/a";"Finance"
"BVMFC80";"BVMF";"0.02";"28,00000";"n/a";"n/a";"Finance"
"BVMFC86";"BVMF";"1.17";"570,00000";"n/a";"n/a";"Finance"
"BVMFC88";"BVMF";"0.97";"388,00000";"n/a";"n/a";"Finance"
"BVMFC92";"BVMF";"0.57";"9516,06200";"n/a";"n/a";"Finance"
"BVMFC94";"BVMF";"0.40";"4119,02600";"n/a";"n/a";"Finance"
"BVMFC95";"BVMF";"0.33";"297,00000";"n/a";"n/a";"Finance"
"BVMFC96";"BVMF";"0.31";"9945,98000";"n/a";"n/a";"Finance"
"BVMFC98";"BVMF";"0.16";"3094,00000";"n/a";"n/a";"Finance"
"BVMFD1";"BVMF";"0.26";"1040,00000";"n/a";"n/a";"Finance"
"BVMFD10";"BVMF";"0.40";"48305,19900";"n/a";"n/a";"Finance"
"BVMFD11";"BVMF";"0.11";"9263,10200";"n/a";"n/a";"Finance"
"BVMFD12";"BVMF";"0.02";"42,00000";"n/a";"n/a";"Finance"
"BVMFD40";"BVMF";"0.19";"6870,86500";"n/a";"n/a";"Finance"
"BVMFD9";"BVMF";"0.90";"3039,99000";"n/a";"n/a";"Finance"
"BVMFD94";"BVMF";"0.61";"4010,00000";"n/a";"n/a";"Finance"
"BVMFD96";"BVMF";"0.60";"17126,95500";"n/a";"n/a";"Finance"
